"RT @Pocketnow: Once again, Qualcomm modems are better than Intel modems in iPhone X https://t.co/LSSiWFpiXf",12/3/2017 23:59,639,0,2
I can?€?t upgrade to iPhone X until February. FEBURERRY. https://t.co/kOcCBSMj34,12/3/2017 23:59,1780,12,3
"?€?You?€?re a rich girl that doesn?€?t really spend, so if we get married we?€?ll stay rich?€? ...  My friend after I scolded?€? https://t.co/FE1QpShnUq",12/3/2017 23:59,202,0,2
"iPhone X GIVEAWAY!!!

Share a picture of any of  #CocoTeaOntario's new #strawberry drinks and hashtag?€? https://t.co/scaSJI2Q87",12/3/2017 23:59,100,1,2
RT @UnboxTherapy: Here?€?s your chance to win 1 of 3 flagship smartphones of your choice?€? Follow @UnboxTherapy and @GoDaddy + RT this tweet t?€?,12/3/2017 23:59,13,0,2
"RT @MKBHD: My dream Frankenstein phone from 2017 flagships:

Galaxy Note 8 display + body
Pixel 2 cameras + software
iPhone X CPU/GPU
Razer?€?",12/3/2017 23:59,13,0,2
"So, is the iPhone X I got from Softbank unlocked? Can I use it with a different SIM card when I travel? Anyone in a similar situation?",12/3/2017 23:58,1203,0,2
I liked a @YouTube video https://t.co/4Gb3WlPW3Z iPhone X: 4 Otterbox Cases reviewed and wireless charging tested!,12/3/2017 23:58,103,0,2
"Once again, Qualcomm modems are better than Intel modems in iPhone X https://t.co/AyetT6uEgC https://t.co/dUsFbvqwda",12/3/2017 23:58,8203,0,2
RT @CNET: The iPhone X takes on the Pixel 2 in a camera shootout https://t.co/qpH6xDL1Zr https://t.co/einpeSmydF,12/3/2017 23:58,127,0,2
RT @johnnyorlando: hey its johnny here im typing from my sisters iphone x this thing is so cook,12/3/2017 23:58,114,0,3
"RT @iDropNews: Motorola Laughably Tries to Take on iPhone X, Galaxy Note in New Ad #applenews https://t.co/cNOtssgwWo",12/3/2017 23:58,41,0,2
I'm getting the IPhone X tomorrow.  Treat yourself,12/3/2017 23:58,1016,0,3
RT @abscbnsports: Hard work pays off for the Ateneo Blue Eagles. #UAAPSeason80Finals ???€ https://t.co/EIkZoddw8i,12/3/2017 23:57,95,0,2
RT @iDropNews: U.S. iPhone X Shipping Estimates Improve to Just One Week #applenews https://t.co/kz4mqf0fbE,12/3/2017 23:57,41,0,3
RT @iDropNews: iPhone X Shipping Estimates Improve to Just 1-2 Weeks #applenews https://t.co/DONXNITsZD,12/3/2017 23:57,41,0,3
Tbh I only bought iPhone X so I can watch my porn in VERY good quality. #priorities,12/3/2017 23:57,717,4,3
My iPhone X is already heating up,12/3/2017 23:57,553,1,1
RT @iDropNews: iPhone X Devices from Verizon Have the Best LTE Performance #applenews https://t.co/xnWlD1NhcJ,12/3/2017 23:57,41,0,3
"Retweeted CNET (@CNET):

The iPhone X takes on the Pixel 2 in a camera shootout https://t.co/UKPorF3HWM... https://t.co/9lf5Jjy6R0",12/3/2017 23:57,781,0,2
Gaming Comparison : iPhone X vs Galaxy Note 8 https://t.co/4qiNgLF6ME via @YouTube #iphonex #note8 #gaming #apple?€? https://t.co/266fuubbAv,12/3/2017 23:56,32,0,2
RT @CNET: The iPhone X takes on the Pixel 2 in a camera shootout https://t.co/qpH6xDL1Zr https://t.co/einpeSmydF,12/3/2017 23:56,781,0,2
RT @CNET: The iPhone X takes on the Pixel 2 in a camera shootout https://t.co/qpH6xDL1Zr https://t.co/einpeSmydF,12/3/2017 23:56,1782,0,2
RT @stroughtonsmith: Re the home indicator &amp; gestural navigation on iPhone X: you mean to tell me that Android phones have had software con?€?,12/3/2017 23:56,80,0,3
I honestly love my iPhone X ????????,12/3/2017 23:56,837,0,3
"RT @KcoSoft: Hi Everyone, its been a while but we are working hard on next years line up and updating our apps for the iPhone X. Big things?€?",12/3/2017 23:56,72,0,3
Had to grab the Iphone X today ????,12/3/2017 23:56,920,3,3
That iPhone X ad won't stop playing before every fucking YouTube video I watch,12/3/2017 23:56,4047,0,1
"Once again, Qualcomm modems are better than Intel modems in iPhone X: https://t.co/1ifxQ4agtE",12/3/2017 23:56,113,0,2
"Please follow @kcosoft Hi Everyone, its been a while but we are working hard on next years line up and updating our?€? https://t.co/6nE9Z9zQXk",12/3/2017 23:56,19,0,2
@BelleBway @heatherw25 I am actually only using the iPhone X as my camera. Photos go right to the cloud and I have?€? https://t.co/VM6grtTLfJ,12/3/2017 23:56,1714,0,3
"RT @BTS_ARMY_INT: If you look closely at his posts, Namjoon is almost always trying to show off a special item given to him from ARMY, whet?€?",12/3/2017 23:56,111,0,2
The iPhone X sooooo smalllllll,12/3/2017 23:55,1249,0,1
The selfie game has been forever changed thanks to the iPhone X ???????? https://t.co/sSKS9YSVeI,12/3/2017 23:55,504,0,3
@SWIFTUNLOCK iPhone X From Sprint can be unlock?,12/3/2017 23:55,117,0,2
mannn idk if i wanna wait few more months for the new iphone or just cop the X now,12/3/2017 23:55,55,0,3
"Hi Everyone, its been a while but we are working hard on next years line up and updating our apps for the iPhone X.?€? https://t.co/lf53c3xCJe",12/3/2017 23:55,6,0,2
RT @karpetshark: why would you spend $1000 on an iphone x when for the same price you can get like 10 ferrets,12/3/2017 23:55,475,0,1
RT @UnboxTherapy: Here?€?s your chance to win 1 of 3 flagship smartphones of your choice?€? Follow @UnboxTherapy and @GoDaddy + RT this tweet t?€?,12/3/2017 23:55,156,0,2
The IPhone X so tuff,12/3/2017 23:55,1600,0,3
???? on @YouTube: iPhone X vs. Pixel 2XL: The iPhone X Wins https://t.co/rJ7HcYGbb7,12/3/2017 23:55,26,0,2
Urg. I just caught myself instinctively using an iPhone X gesture on my #AppleWatch.,12/3/2017 23:55,955,0,3
iPhone 8 or X?,12/3/2017 23:54,425,0,2
Which IPhone X color you will buy space gray or silver #ALDUBBagongAraw,12/3/2017 23:54,509,0,2
"Once again, Qualcomm modems are better than Intel modems in iPhone X https://t.co/daLkrGlvNw",12/3/2017 23:54,263,0,2
RT @orangermac: Amazon Kindle app update - still letter-boxed on iPhone X. Still no Amazon Prime Video on the AppleTV. May start using iBoo?€?,12/3/2017 23:54,178,0,2
RT @abscbnsports: Hard work pays off for the Ateneo Blue Eagles. #UAAPSeason80Finals ???€ https://t.co/EIkZoddw8i,12/3/2017 23:54,319,0,2
